592 14
0	75795	1	48	0.806	120	696.251708984375	21.396526336669922	0.5111626982688904	1.7784041166305542	1.625	0.29008448123931885	1.0	0
1	75795	1	48	0.826	120	696.251708984375	21.396526336669922	0.5111626982688904	1.7784041166305542	1.6500000000000001	0.29008448123931885	1.0	0
2	75795	2	40	0.999	120	696.251708984375	21.396526336669922	0.5111626982688904	1.7784041166305542	0.7000000000000001	0.29008448123931885	1.0	0
3	75795	2	35	0.418	120	696.251708984375	21.396526336669922	0.5111626982688904	1.7784041166305542	2.0	0.29008448123931885	1.0	0
4	207852	1	8	0.066	120	685.79443359375	14.008455276489258	0.4957168400287628	1.8265960216522217	2.35	0.4375389814376831	1.0	0
5	207852	1	8	0.042	120	685.79443359375	14.008455276489258	0.4957168400287628	1.8265960216522217	2.35	0.4375389814376831	1.0	0
6	207852	1	0	0.036	120	685.79443359375	14.008455276489258	0.4957168400287628	1.8265960216522217	2.4000000000000004	0.4375389814376831	1.0	0
7	285067	2	38	0.196	120	700.0216064453125	24.71045684814453	0.4981941282749176	1.8601264953613281	2.625	0.35638952255249023	1.0	0
8	285067	2	38	0.179	120	700.0216064453125	24.71045684814453	0.4981941282749176	1.8601264953613281	2.625	0.35638952255249023	1.0	0
9	285067	2	37	0.736	120	700.0216064453125	24.71045684814453	0.4981941282749176	1.8601264953613281	4.1000000000000005	0.35638952255249023	1.0	0
10	285067	2	5	0.614	120	700.0216064453125	24.71045684814453	0.4981941282749176	1.8601264953613281	2.7750000000000004	0.35638952255249023	1.0	0
11	288100	2	34	0.662	120	668.2792358398438	25.167858123779297	0.5009260773658752	1.6732906103134155	2.375	0.2278883159160614	2.0	0
12	288100	2	40	0.810	120	668.2792358398438	25.167858123779297	0.5009260773658752	1.6732906103134155	0.6000000000000001	0.2278883159160614	2.0	0
13	288100	1	17	0.677	120	668.2792358398438	25.167858123779297	0.5009260773658752	1.6732906103134155	2.1750000000000003	0.2278883159160614	2.0	0
14	523936	2	40	0.841	120	681.0142211914062	18.660810470581055	0.50835120677948	1.8007402420043945	0.325	0.644905149936676	1.0	1
15	523936	2	27	0.322	120	681.0142211914062	18.660810470581055	0.50835120677948	1.8007402420043945	2.4000000000000004	0.644905149936676	1.0	1
16	523936	2	24	0.269	120	681.0142211914062	18.660810470581055	0.50835120677948	1.8007402420043945	2.25	0.644905149936676	1.0	1
17	523936	2	24	0.309	120	681.0142211914062	18.660810470581055	0.50835120677948	1.8007402420043945	2.275	0.644905149936676	1.0	1
18	577620	2	25	0.473	120	672.8817138671875	14.88486099243164	0.4984379708766937	1.893531084060669	1.8	0.798811674118042	2.0	1
19	577620	2	25	0.527	120	672.8817138671875	14.88486099243164	0.4984379708766937	1.893531084060669	1.8	0.798811674118042	2.0	1
20	577620	2	26	0.815	120	672.8817138671875	14.88486099243164	0.4984379708766937	1.893531084060669	2.0	0.798811674118042	2.0	1
21	577620	1	28	0.340	120	672.8817138671875	14.88486099243164	0.4984379708766937	1.893531084060669	1.85	0.798811674118042	2.0	1
22	619110	2	41	0.361	120	665.3604125976562	28.24553108215332	0.4905475378036499	1.580614686012268	1.3	0.3010200560092926	1.0	1
23	619110	1	44	0.211	120	665.3604125976562	28.24553108215332	0.4905475378036499	1.580614686012268	1.725	0.3010200560092926	1.0	1
24	619110	1	43	0.782	120	665.3604125976562	28.24553108215332	0.4905475378036499	1.580614686012268	1.7750000000000001	0.3010200560092926	1.0	1
25	665912	2	34	0.929	9	1223.118896484375	15.812294006347656	0.37938085198402405	7.101686000823975	0.7250000000000001	0.275431752204895	1.0	2
