/scatter
1000.0 111202
6000.0 111202
11000.0 111202
16000.0 111202
21000.0 111202
26000.0 111202
31000.0 111202
36000.0 111202
41000.0 111202
46000.0 111202
51000.0 111202
56000.0 111202
61000.0 111202
66000.0 111202
71000.0 111202
76000.0 111202
81000.0 111202
86000.0 111202
91000.0 111202
96000.0 111202
101000.0 111202
106000.0 111202
111000.0 111202
116000.0 111202
121000.0 111202
126000.0 111202
131000.0 111202
136000.0 111202
141000.0 111202
146000.0 111202
151000.0 111202
156000.0 111202
161000.0 111202
166000.0 111202
171000.0 111202
176000.0 111202
181000.0 111202
186000.0 111202
191000.0 111202
196000.0 111202
201000.0 111202
206000.0 111202
211000.0 111202
216000.0 111202
221000.0 111202
226000.0 111202
231000.0 111202
236000.0 111202
241000.0 111202
246000.0 111202
251000.0 111202
256000.0 111202
261000.0 111202
266000.0 111202
271000.0 111202
276000.0 111202
281000.0 111202
286000.0 111202
291000.0 111202
296000.0 111202
300993.82982332224 111202
301993.8346282656 111202
302993.83943320886 111202
303993.8442381522 111202
304993.84904309554 111202
310993.82982332224 111202
311993.8346282656 111202
312993.83943320886 111202
313993.8442381522 111202
314993.84904309554 111202
320993.82982332224 111202
321993.8346282656 111202
322993.83943320886 111202
323993.8442381522 111202
324993.84904309554 111202
330993.82982332224 111202
331993.8346282656 111202
332993.83943320886 111202
333993.8442381522 111202
334993.84904309554 111202
340993.82982332224 111202
341993.8346282656 111202
342993.83943320886 111202
343993.8442381522 111202
344993.84904309554 111202
350993.82982332224 111202
351993.8346282656 111202
352993.83943320886 111202
353993.8442381522 111202
354993.84904309554 111202
360993.82982332224 111202
361993.8346282656 111202
362993.83943320886 111202
363993.8442381522 111202
364993.84904309554 111202
370993.82982332224 111202
371993.8346282656 111202
372993.83943320886 111202
373993.8442381522 111202
374993.84904309554 111202
380993.82982332224 111202
381993.8346282656 111202
382993.83943320886 111202
383993.8442381522 111202
384993.84904309554 111202
390993.82982332224 111202
391993.8346282656 111202
392993.83943320886 111202
393993.8442381522 111202
394993.84904309554 111202
401000.0 111202
406000.0 111202
411000.0 111202
416000.0 111202
421000.0 111202
426000.0 111202
431000.0 111202
436000.0 111202
441000.0 111202
446000.0 111202
451000.0 111202
456000.0 111202
461000.0 111202
466000.0 111202
471000.0 111202
476000.0 111202
481000.0 111202
486000.0 111202
491000.0 111202
496000.0 111202
501000.0 111202
506000.0 111202
511000.0 111202
516000.0 111202
521000.0 111202
526000.0 111202
531000.0 111202
536000.0 111202
541000.0 111202
546000.0 111202
551000.0 111202
556000.0 111202
561000.0 111202
566000.0 111202
571000.0 111202
576000.0 111202
581000.0 111202
586000.0 111202
591000.0 111202
596000.0 111202
601000.0 111202
606000.0 111202
611000.0 111202
616000.0 111202
621000.0 111202
626000.0 111202
631000.0 111202
636000.0 111202
641000.0 111202
646000.0 111202
651000.0 111202
656000.0 111202
661000.0 111202
666000.0 111202
671000.0 111202
676000.0 111202
681000.0 111202
686000.0 111202
691000.0 111202
696000.0 111202
